tt0054518,8.3,9142
tt0055556,7.3,81
tt0056105,6.4,587
tt0056696,5.9,185
tt0057435,6.2,486
tt0058142,6.9,1535
tt0058596,6.9,530
tt0059106,6.3,3145
tt0059607,5.8,309
tt0059660,5.7,237
tt0060039,8.6,87
tt0060094,5.3,1937
tt0060532,6.9,211
tt0060866,6.0,1182
tt0061170,6.6,4678
tt0061260,7.1,26
tt0061279,7.9,48
tt0061948,6.5,87
tt0062029,5.9,565
tt0062168,7.0,11788
tt0062358,5.7,880
tt0062384,6.1,3497
tt0062561,7.9,11
tt0062746,6.7,319
tt0063041,5.1,586
tt0063260,5.6,1941
tt0063297,6.5,906
tt0063728,5.4,302
tt0063946,7.7,1549
tt0063985,6.1,203
tt0064000,6.2,1133
tt0064004,6.1,457
tt0064045,6.4,3436
tt0064072,6.9,25128
tt0064462,6.9,1217
tt0064471,6.3,2467
tt0064724,5.1,195
tt0064757,6.7,101265
tt0065072,5.4,189
tt0065085,6.3,528
tt0065270,7.7,29
tt0065292,8.0,281
tt0065689,8.6,11
tt0065922,6.1,2088
tt0065967,5.3,247
tt0066260,4.4,697
tt0066394,7.0,62
tt0066420,6.1,781
tt0066469,5.1,303
tt0066585,6.4,2169
tt0066719,8.2,185
tt0066842,6.9,1725
tt0066875,5.3,184
tt0067197,7.4,989
tt0067217,7.1,7504
tt0067228,6.1,76
tt0067243,5.5,780
tt0067620,6.3,257
tt0067800,7.4,65479
tt0067822,5.7,777
tt0067826,8.3,13
tt0067952,6.5,2127
tt0068099,7.2,189
tt0068662,5.1,295
tt0069225,6.9,1706
tt0069273,6.6,1580
tt0069316,6.4,2036
tt0069512,6.8,114
tt0069516,5.8,1452
tt0069574,7.0,82
tt0069733,8.8,916
tt0069803,5.8,679
tt0069824,7.2,5032
tt0070291,7.2,9001
tt0070346,6.5,489
tt0070351,6.3,5318
tt0070357,6.3,192
tt0070592,6.5,1537
tt0070791,7.1,12626
tt0071039,7.7,893
tt0071080,6.2,1269
tt0071105,7.7,67
tt0071394,4.9,236
tt0071461,9.0,11
tt0071663,6.2,1161
tt0071697,7.3,39
tt0071734,7.1,56
tt0071903,6.3,139
tt0072211,6.4,311
tt0072239,6.5,1807
tt0072502,8.0,322
tt0072812,6.5,1033
tt0072842,6.2,13
tt0073160,7.8,315
tt0073213,5.3,338
tt0073275,5.6,971
tt0073304,6.5,65
tt0073796,5.6,2559
tt0073981,7.3,86
tt0074006,8.8,19818
tt0074026,6.9,95
tt0074037,6.7,27
tt0074108,5.4,339
tt0074115,6.2,214
tt0074452,6.9,25285
tt0075151,6.6,1081
tt0075492,7.0,1074
tt0075764,6.7,854
tt0075862,2.7,640
tt0076119,5.4,666
tt0076319,5.4,927
tt0076541,7.4,76
tt0076868,6.1,2223
tt0077020,7.3,227
tt0077341,5.3,482
tt0077659,5.9,184
tt0078259,6.6,5531
tt0078491,6.7,264
tt0078583,6.1,22
tt0078593,8.4,1104
tt0078601,7.6,275
tt0078657,7.8,2908
tt0078666,7.1,36
tt0078672,7.4,2534
tt0078984,8.1,69
tt0079152,5.3,879
tt0079238,6.3,343
tt0079285,5.1,10763
tt0079323,5.3,16
tt0079450,5.7,3587
tt0079595,5.9,54
tt0079738,7.2,3479
tt0080158,5.1,276
tt0080180,6.6,7790
tt0080249,8.9,928
tt0080469,6.8,1594
tt0080519,4.8,188
tt0080568,6.7,51
tt0080595,5.9,132
tt0080678,8.2,263304
tt0080860,7.1,145
tt0081073,6.0,1011
tt0081131,7.6,15
tt0081633,6.9,70475
tt0081934,6.8,127
tt0082360,7.4,645
tt0082398,6.7,110024
tt0082416,6.9,15425
tt0082474,7.1,17098
tt0082779,6.1,998
tt0082940,6.0,537
tt0083207,7.3,142
tt0083228,6.5,152
tt0083468,7.8,173
tt0083560,6.3,985
tt0083656,7.2,95
tt0083749,6.5,220
tt0083862,7.5,106
tt0083908,7.0,21455
tt0084051,4.1,241
tt0084058,6.5,2183
tt0084157,6.7,5652
tt0084243,6.4,89
tt0084257,7.2,51
tt0084531,7.3,197
tt0084538,4.8,1004
tt0084911,7.0,1163
tt0084981,7.1,96
tt0084988,8.0,41709
tt0085046,7.5,15
tt0085513,5.0,972
tt0085616,5.7,371
tt0086081,6.5,462
tt0086122,6.2,518
tt0086177,5.8,37
tt0086682,6.8,17
tt0086735,7.2,7
tt0086791,8.4,5123
tt0086798,7.7,3445
tt0086879,8.4,436828
tt0086966,8.0,38
tt0087042,4.6,4524
tt0087072,6.6,2396
tt0087106,6.4,196
tt0087269,4.6,29
tt0087286,6.7,360
tt0087414,7.0,9791
tt0087557,5.9,237
tt0087561,7.6,885
tt0087803,7.1,81771
tt0087852,5.1,1163
tt0087980,6.4,6051
tt0088280,5.7,177
tt0088287,3.9,157
tt0088407,7.4,90
tt0088444,5.0,166
tt0088471,7.2,553
tt0088484,8.6,50700
tt0088485,7.6,430
tt0088514,7.3,163
tt0088531,7.2,178
tt0088545,8.5,56
tt0088553,6.5,71
tt0088605,6.8,17
tt0088846,7.8,213689
tt0089008,7.1,636
tt0089034,6.1,1442
tt0089161,6.5,255
tt0089291,6.9,46
tt0089350,5.6,43
tt0089363,6.5,337
tt0089570,6.1,68
tt0089596,7.3,307
tt0089816,6.0,3450
tt0089944,7.4,16
tt0090158,5.9,43
tt0090186,5.1,870
tt0090317,7.4,58
tt0090357,6.8,23780
tt0090431,8.4,103
tt0090470,6.5,18
tt0090477,7.9,4049
tt0090521,8.5,4878
tt0090547,7.7,402
tt0090798,6.5,7185
tt0090858,7.9,231
tt0091003,4.9,2571
tt0091129,6.0,60712
tt0091178,5.6,8255
tt0091521,6.9,54
tt0091547,5.6,180
tt0091574,5.7,1435
tt0091606,8.4,19
tt0091864,7.2,62
tt0091912,8.0,128
tt0092039,8.4,207
tt0092191,7.3,168
tt0092239,6.8,3235
tt0092319,7.0,8087
tt0092324,8.6,47779
tt0092437,8.2,55
tt0092465,5.1,12
tt0092471,7.9,463
tt0092497,7.6,2553
tt0092735,6.8,244
tt0093044,6.5,11348
tt0093103,6.3,690
tt0093110,5.5,179
tt0093150,7.7,18
tt0093159,6.7,1459
tt0093163,4.4,541
tt0093489,5.8,3158
tt0093490,6.5,264
tt0093562,6.8,2034
tt0093626,4.3,1424
tt0093688,7.1,654
tt0093834,6.4,51
tt0093868,7.9,321
tt0093895,5.0,225
tt0093935,7.1,1934
tt0093999,6.5,974
tt0094040,6.5,194
tt0094275,7.0,57
tt0094317,6.4,3311
tt0094336,7.5,48941
tt0094347,7.3,2316
tt0094362,6.1,166
tt0094417,5.4,65
tt0094435,6.2,210
tt0094545,8.4,47
tt0094565,7.9,64
tt0094576,8.2,1047
tt0094611,7.7,92
tt0094616,6.6,80
tt0094754,7.9,14124
tt0094791,6.8,4859
tt0094891,7.0,86
tt0094907,5.5,589
tt0095158,7.2,3675
tt0095243,7.0,29831
tt0095252,5.5,627
tt0095298,5.9,318
tt0095330,7.8,5964
tt0095388,7.4,5820
tt0095401,5.3,201
tt0095537,7.5,115
tt0095782,7.1,161
tt0095804,6.7,96
tt0095823,6.0,229
tt0095827,6.7,1547
tt0096180,6.2,4541
tt0096189,7.2,1284
tt0096405,5.2,196
tt0096416,6.6,962
tt0096464,7.0,1868
tt0096540,7.8,5236
tt0096548,8.8,57790
tt0096568,7.6,58
tt0096584,7.2,307
tt0096601,7.5,478
tt0096656,8.4,458
tt0096657,8.6,137490
tt0096700,6.8,24
tt0096764,7.1,57654
tt0096818,7.9,25
tt0097015,7.2,2467
tt0097040,5.7,93
tt0097088,7.7,2302
tt0097108,7.5,42632
tt0097157,5.4,188
tt0097199,5.7,94
tt0097200,5.0,77
tt0097201,5.4,80
tt0097352,6.9,585
tt0097417,6.3,300
tt0097446,6.1,507
tt0097491,7.1,58
tt0097531,6.8,6701
tt0097576,8.2,823216
tt0097633,5.7,93
tt0097667,4.4,267
tt0097668,6.4,229
tt0097706,5.0,148
tt0097763,7.3,115
tt0097822,7.3,73
tt0097847,8.5,8
tt0097891,6.1,1203
tt0097933,7.6,375
tt0098160,6.0,2226
tt0098310,6.5,403
tt0098622,6.2,19436
tt0098677,6.7,135
tt0098695,7.0,87
tt0098765,8.7,6298
tt0098766,7.3,474
tt0098874,8.2,325
tt0098889,6.4,166
tt0099003,7.6,38
tt0099152,5.2,14
tt0099222,6.2,195
tt0099238,5.1,107
tt0099322,6.9,157
tt0099356,6.8,744
tt0099362,5.8,42
tt0099389,6.4,372
tt0099501,6.0,246
tt0099566,7.3,6909
tt0099594,5.4,258
tt0099695,6.3,68
tt0099698,7.3,114
tt0099726,6.7,23976
tt0099762,6.3,14392
tt0099765,8.1,101
tt0099768,6.9,4726
tt0099854,7.6,104
tt0100024,7.4,11496
tt0100056,5.8,338
tt0100126,6.6,188
tt0100196,7.1,4399
tt0100216,7.9,2403
tt0100257,6.1,394
tt0100330,6.6,756
tt0100350,7.2,505
tt0100361,7.4,1787
tt0100409,7.1,4133
tt0100619,5.6,164
tt0100642,8.0,24
tt0100813,7.0,6170
tt0100825,3.8,139
tt0100940,6.0,276
tt0100953,7.3,7
tt0101066,7.0,637
tt0101134,8.0,1062
tt0101159,6.0,17
tt0101201,6.5,17
tt0101208,7.6,160
tt0101271,6.5,227
tt0101300,7.5,73
tt0101594,6.5,87
tt0101679,4.2,28
tt0101750,7.5,136
tt0101798,6.8,3105
tt0101809,5.9,565
tt0101811,7.3,7265
tt0101894,8.2,14
tt0101898,7.1,6499
tt0102012,7.4,102
tt0102070,5.7,61251
tt0102111,7.0,27
tt0102216,5.4,17181
tt0102236,6.3,206
tt0102250,6.7,34856
tt0102290,8.2,77
tt0102377,5.8,937
tt0102424,7.7,63
tt0102447,6.0,51
tt0102711,8.0,57
tt0102715,6.6,1415
tt0102797,5.7,6012
tt0103003,4.6,11364
tt0103062,8.0,46
tt0103235,8.0,66
tt0103391,7.5,336
tt0103425,8.4,106
tt0103427,7.2,57
tt0103489,6.9,12
tt0103563,8.4,14
tt0103644,6.4,333212
tt0103758,7.5,21
tt0103822,6.5,31
tt0103826,6.6,186
tt0103874,7.4,245989
tt0103998,6.9,112
tt0104036,7.2,60851
tt0104040,6.9,22823
tt0104177,5.6,56
tt0104252,5.6,420
tt0104286,6.3,223
tt0104294,7.1,141
tt0104348,7.7,118937
tt0104666,6.8,1919
tt0104691,7.6,192371
tt0104762,7.3,79
tt0104930,7.3,1112
tt0104991,7.4,141
tt0105112,6.8,122605
tt0105150,6.2,1341
tt0105151,7.5,67072
tt0105238,7.7,22
tt0105344,5.3,187
tt0105355,7.8,1258
tt0105663,8.0,69
tt0105668,2.9,319
tt0105721,7.6,37
tt0105790,6.5,2501
tt0105985,7.7,76
tt0106060,6.7,333
tt0106074,7.3,127
tt0106084,7.6,832
tt0106138,6.7,1011
tt0106145,8.1,72561
tt0106183,8.9,26
tt0106226,7.2,69387
tt0106356,7.2,3458
tt0106402,3.2,556
tt0106508,6.7,30
tt0106537,6.2,422
tt0106574,5.2,64
tt0106575,6.8,79
tt0106592,8.3,71
tt0106638,5.4,380
tt0106657,7.4,382
tt0106685,6.1,350
tt0106961,7.2,1228
tt0106997,6.8,203
tt0107042,6.0,376
tt0107051,6.2,72
tt0107088,5.4,509
tt0107141,6.8,302
tt0107362,6.5,166587
tt0107702,5.7,287
tt0107943,7.8,86687
tt0108022,7.7,163
tt0108068,6.9,10
tt0108079,7.4,54
tt0108107,7.8,3414
tt0108108,7.6,4484
tt0108214,7.5,4752
tt0108247,7.0,278
tt0108249,6.4,400
tt0108326,5.8,44
tt0108395,5.3,7434
tt0108591,4.6,155
tt0108633,5.7,2816
tt0108708,6.9,55
tt0108726,6.6,508
tt0108747,7.5,560
tt0108773,7.1,53
tt0108826,7.7,1151
tt0108855,8.6,8425
tt0108910,8.5,71
tt0108915,6.3,3467
tt0109279,6.6,10841
tt0109294,5.7,1062
tt0109329,6.9,18
tt0109348,7.4,42411
tt0109352,5.5,501
tt0109416,6.2,225
tt0109417,6.3,7996
tt0109610,5.3,171
tt0109737,6.8,58
tt0109761,4.8,793
tt0109769,8.5,208
tt0109779,6.4,6360
tt0109920,5.0,2744
tt0109956,4.8,318
tt0109985,6.4,315
tt0110002,5.7,2135
tt0110125,6.2,1028
tt0110175,6.5,1692
tt0110213,6.1,19256
tt0110223,7.2,129
tt0110419,6.3,2184
tt0110420,6.1,1600
tt0110453,7.7,21
tt0110455,6.7,1202
tt0110483,7.4,35
tt0110523,6.5,306
tt0110631,7.2,18954
tt0110656,5.7,822
tt0110844,7.6,40
tt0110889,7.1,11202
tt0110892,6.0,3045
tt0111035,4.8,289
tt0111156,7.8,2918
tt0111157,7.8,2862
