tt0111158,7.6,2481
tt0111173,5.4,3120
tt0111205,6.5,3743
tt0111338,6.8,77
tt0111416,6.1,393
tt0111709,7.4,233
tt0111712,6.6,1943
tt0111750,7.1,48
tt0111824,6.7,103
tt0111890,7.8,785
tt0111918,7.9,119
tt0111988,7.2,186
tt0112109,8.1,354
tt0112126,7.8,561
tt0112133,7.1,796
tt0112161,7.7,106
tt0112194,7.5,8311
tt0112281,6.4,237553
tt0112305,6.6,445
tt0112573,8.3,1108285
tt0112637,6.8,5832
tt0112679,6.6,9351
tt0112760,5.7,31214
tt0112775,6.2,226
tt0112796,6.6,711
tt0112858,6.5,175
tt0112966,6.6,18913
tt0113071,6.0,79806
tt0113189,7.2,273689
tt0113214,7.5,87
tt0113224,5.5,690
tt0113271,5.8,415
tt0113288,7.3,54
tt0113398,6.4,755
tt0113448,6.6,5626
tt0113539,6.6,529
tt0113549,7.3,28
tt0113670,7.6,37352
tt0113677,7.5,20548
tt0113710,6.9,405
tt0113774,7.2,1406
tt0113940,6.3,60
tt0113943,5.0,234
tt0114117,7.7,11690
tt0114303,5.4,2141
tt0114307,6.2,469
tt0114345,5.3,16554
tt0114416,7.8,2369
tt0114417,7.3,2457
tt0114418,7.8,2396
tt0114492,6.3,51
tt0114504,7.5,73
tt0114567,5.9,15
tt0114594,7.0,25289
tt0114821,6.6,133
tt0114917,6.0,2574
tt0115113,7.8,101
tt0115138,4.4,415
tt0115140,7.6,781
tt0115230,8.0,656
tt0115258,6.9,44
tt0115277,7.0,803
tt0115288,7.2,3092
tt0115305,8.6,2426
tt0115390,8.5,2658
tt0115433,5.7,119114
tt0115740,7.3,110
tt0115976,4.6,919
tt0115982,8.5,79
tt0115988,6.8,40916
tt0116010,7.5,214
tt0116056,6.6,681
tt0116102,7.0,2061
tt0116131,7.7,55
tt0116160,5.0,150
tt0116191,6.6,42430
tt0116250,6.3,37993
tt0116431,5.3,120
tt0116473,7.3,41
tt0116625,5.7,367
tt0116722,6.9,11231
tt0116743,6.0,11497
tt0116908,6.8,87141
tt0116935,6.0,62
tt0117039,7.1,34244
tt0117080,6.6,551
tt0117364,6.2,12877
tt0117487,5.9,83
tt0117520,6.6,218
tt0117547,5.8,1230
tt0117582,5.6,2602
tt0117584,6.9,109
tt0117620,7.7,2153
tt0117621,7.8,2276
tt0117622,7.8,2215
tt0117674,6.4,108
tt0117690,7.2,3043
tt0117951,8.1,736934
tt0117975,5.7,295
tt0117991,7.1,6517
tt0117999,6.4,525
tt0118002,5.3,6466
tt0118032,5.2,564
tt0118169,6.5,228
tt0118248,5.6,1700
tt0118274,6.6,194
tt0118305,7.6,66
tt0118354,7.3,1238
tt0118405,7.4,704
tt0118427,8.3,89
tt0118483,7.7,59
tt0118497,7.8,2280
tt0118498,7.5,290
tt0118516,7.5,14
tt0118623,6.3,6257
tt0118661,3.8,45882
tt0118691,5.5,10077
tt0118698,7.1,8942
tt0118735,6.0,1183
tt0118743,4.6,482
tt0118755,5.9,23934
tt0118910,5.2,60
tt0119033,6.7,966
tt0119079,6.8,8415
tt0119092,6.6,4876
tt0119125,7.2,4902
tt0119140,4.7,105
tt0119164,7.2,115436
tt0119266,6.7,87
tt0119431,6.4,30
tt0119453,6.3,1572
tt0119512,7.3,3016
tt0119536,4.0,76
tt0119690,5.4,264
tt0119723,6.5,4317
tt0119843,6.5,7261
tt0119851,6.3,469
tt0119873,8.2,2624
tt0119956,6.7,87
tt0119964,6.8,36
tt0119991,7.3,1629
tt0120001,7.0,2528
tt0120023,5.7,641
tt0120087,4.5,1225
tt0120100,5.6,1856
tt0120109,7.4,2000
tt0120110,7.6,2086
tt0120111,7.9,2523
tt0120152,6.3,15368
tt0120199,5.4,9008
tt0120246,6.2,87
tt0120273,6.8,19
tt0120347,6.5,207097
tt0120423,5.4,667
tt0120483,6.6,34926
tt0120490,6.7,7908
tt0120532,6.2,754
tt0120584,6.7,3240
tt0120589,7.2,427
tt0120595,5.8,36138
tt0120617,6.7,4416
tt0120640,6.1,392
tt0120697,6.5,897
tt0120731,8.0,70171
tt0120737,8.9,2054172
tt0120801,7.0,6554
tt0120837,5.9,143
tt0120852,6.3,304
tt0120873,6.6,115836
tt0120876,5.4,430
tt0120879,6.9,38760
tt0120915,6.5,874624
tt0120928,7.5,31
tt0121164,7.4,306744
tt0121766,7.6,861827
tt0121974,3.1,701
tt0122057,7.4,44
tt0122541,6.8,16992
tt0122579,8.1,1092
tt0122590,7.5,40
tt0122690,7.2,198196
tt0122697,6.9,27
tt0122738,6.2,61
tt0122838,8.8,14
tt0123215,5.1,1090
tt0123982,5.8,227
tt0124035,7.5,703
tt0124256,7.1,158
tt0124972,7.7,15
tt0125482,6.7,19
tt0126344,6.8,2312
tt0126388,5.5,26193
tt0126681,6.5,73
tt0126915,5.0,77
tt0126992,8.1,24
tt0127289,7.1,149
tt0127319,6.4,461
tt0127520,6.3,153
tt0127624,5.0,763
tt0127933,6.1,228
tt0128443,6.7,32
tt0129111,6.3,446
tt0129858,7.8,195
tt0130180,7.9,12
tt0130414,7.1,22836
tt0130757,5.4,46
tt0131566,6.4,10857
tt0132224,6.8,56
tt0132986,7.4,15
tt0133297,7.9,30
tt0133316,8.9,23
tt0133320,6.1,24
tt0133367,8.2,24
tt0134243,5.5,10
tt0134246,8.1,87
tt0134259,8.5,210
tt0134741,7.5,109
tt0135088,7.3,26
tt0135093,7.6,114
tt0135738,7.8,430
tt0136244,6.0,6980
tt0136374,8.0,78
tt0137051,7.6,30
tt0137279,7.0,1263
tt0137346,6.7,105
tt0137390,7.8,6113
tt0138466,6.6,94
tt0138590,6.1,2828
tt0138705,3.6,158
tt0138739,8.0,594
tt0138804,6.9,31
tt0138966,7.9,668
tt0139105,5.1,62
tt0139645,4.3,361
tt0139737,6.1,65
tt0139806,7.8,117
tt0140612,6.6,120
tt0140729,7.9,15
tt0140743,6.2,665
tt0140754,8.4,23
tt0140934,7.0,87
tt0141109,5.4,41430
tt0142964,6.4,760
tt0143031,7.7,274
tt0143927,7.2,30
tt0144018,3.8,390
tt0144060,7.7,98
tt0144286,6.4,2104
tt0144622,6.5,844
tt0144725,8.5,14
tt0144727,8.0,2762
tt0144728,7.4,359
tt0145531,6.2,73532
tt0146247,6.5,5051
tt0146316,5.8,221685
tt0146516,6.3,1151
tt0147004,7.0,17314
tt0148349,6.6,56
tt0148573,6.8,592
tt0149427,6.4,225
tt0149467,7.9,48
tt0149494,8.2,35
tt0149522,8.4,20
tt0149542,8.0,448
tt0149618,5.0,41
tt0150915,7.3,10819
tt0151568,7.3,13657
tt0152057,6.8,28
tt0152181,6.2,86
tt0153067,8.6,484
tt0154443,5.6,4217
tt0155756,7.7,18
tt0156122,7.6,371
tt0156757,5.9,2145
tt0157505,7.5,58
tt0157583,6.4,22099
tt0157996,6.7,660
tt0158033,5.9,1882
tt0158256,6.6,669
tt0158414,7.7,223
tt0158622,3.7,25907
tt0158871,5.5,209
tt0159090,7.7,1772
tt0159863,4.8,12
tt0160118,6.2,131
tt0160611,6.3,14493
tt0161207,6.9,111
tt0161977,6.9,621
tt0161992,4.8,66
tt0162082,7.8,114
tt0162189,6.8,16
tt0162555,6.4,802
tt0162776,6.6,22
tt0162806,8.2,131
tt0162961,7.3,65
tt0163006,6.1,358
tt0163451,7.8,42
tt0163496,8.6,20
tt0163908,6.8,99
tt0164398,7.2,26
tt0164718,5.8,247
tt0165004,7.2,14
tt0165071,6.1,32
tt0165112,7.4,19
tt0165384,6.2,1431
tt0165578,7.4,9
tt0166013,6.4,786
tt0166038,7.3,35
tt0166160,5.8,197
tt0166433,5.4,6
tt0166540,5.6,122
tt0166641,5.7,26
tt0167187,7.2,1943
tt0167260,9.0,2024319
tt0167667,7.6,1567
tt0167703,7.2,364
tt0167708,7.8,12
tt0168155,5.6,6
tt0168198,6.9,11
tt0168358,7.3,812
tt0168446,7.1,3516
tt0168604,7.9,19
tt0169444,7.1,736
tt0169479,6.4,17
tt0169515,6.6,231
tt0169916,7.5,44
tt0170702,7.4,100
tt0170989,6.7,214
tt0171865,7.1,4245
tt0172543,7.0,4111
tt0172736,7.8,32
tt0173761,7.6,54
tt0174640,6.1,417
tt0175708,7.5,111
tt0175876,3.9,387
tt0175926,7.8,241
tt0176645,7.1,92
tt0176783,5.9,17808
tt0177514,5.4,173
tt0177668,6.0,223
tt0177845,6.2,1523
tt0178082,5.7,71
tt0178105,8.2,88
tt0178130,6.4,4405
tt0178131,5.4,160
tt0178147,7.3,151
tt0178154,8.7,45
tt0179012,7.3,74
tt0179051,6.5,144
tt0179088,9.1,47
tt0179140,4.6,255
tt0179225,4.8,248
tt0179400,5.6,81
tt0180073,7.2,57344
tt0180350,6.6,58
tt0180641,7.1,98
tt0180654,5.5,195
tt0181311,5.6,851
tt0181317,5.3,191
tt0181655,4.3,189
tt0181830,6.8,1493
tt0181875,7.9,298492
tt0182065,6.7,338
tt0182408,7.4,1290
tt0182720,7.5,80
tt0183306,7.8,3187
tt0183790,7.0,205850
tt0184135,8.4,12504
tt0184157,8.4,1332
tt0184622,6.6,81
tt0184657,6.3,30
tt0185091,8.1,54
tt0185102,8.2,7734
tt0185181,5.6,10
tt0185334,6.2,65
tt0185442,5.1,533
tt0185503,6.9,72
tt0186309,6.6,63
tt0186775,6.9,26
tt0187562,6.2,22
tt0187647,8.0,80
tt0187662,6.2,49
tt0188128,6.6,1351
tt0188249,7.2,88
tt0188263,7.0,57
tt0188478,6.6,247
tt0189451,8.5,26
tt0189464,7.6,26
tt0190552,6.2,230
tt0190673,6.7,197
tt0190861,6.6,8335
tt0191122,7.5,81
tt0191996,6.0,4361
tt0192079,4.7,111
tt0192255,5.7,11828
tt0192408,6.5,16
tt0192912,4.2,127
tt0193121,6.3,298
tt0193720,7.8,29
tt0194947,8.1,4622
tt0194948,7.9,4355
tt0195425,6.6,22
tt0195603,6.5,28
tt0195968,5.9,216
tt0196239,8.1,119
tt0196250,8.1,166
tt0196253,7.9,26
tt0196697,7.1,12
tt0197029,6.8,6
tt0197160,7.7,73
tt0197209,7.7,68
tt0197661,7.9,20
tt0197750,4.0,2425
tt0197786,7.5,121
tt0197955,6.7,27
tt0198072,7.5,117
tt0198160,7.3,8
tt0198163,8.2,28
tt0198187,7.7,175
tt0198609,7.6,22
tt0198668,6.9,371
tt0199282,7.6,20
tt0199699,6.9,87
tt0200465,7.2,191152
tt0200720,7.0,8200
tt0201081,6.5,53
tt0201378,8.2,195
tt0201790,6.1,135
tt0202045,6.3,431
tt0202190,7.9,55
tt0202488,6.6,10
tt0203009,7.6,303057
tt0203119,7.3,71102
tt0203306,6.7,40
tt0203945,7.3,162
tt0204072,6.1,116
tt0204082,7.2,1815
tt0204222,7.4,382
tt0204313,5.1,40458
tt0204980,6.6,216
tt0205616,6.4,42
tt0205738,6.6,562
tt0205853,7.2,214
tt0205917,6.8,453
tt0206690,6.3,37
tt0206698,5.6,106
tt0206952,6.8,13
tt0207504,7.1,107
tt0207631,4.5,736
tt0207832,7.2,50
tt0207888,8.3,148
tt0208032,7.1,1268
tt0208092,8.2,926324
tt0208298,7.1,1831
tt0208886,8.0,150
tt0208909,7.6,159
tt0208911,6.3,2020
tt0209163,6.4,351775
tt0209440,5.8,1024
tt0209809,5.9,276
tt0210088,8.4,13
tt0210357,6.5,269
tt0210382,5.8,10132
tt0210638,4.8,97
tt0210645,7.1,381
tt0210658,5.5,50
tt0210766,6.5,450
tt0211087,7.7,17
tt0211181,4.8,40125
tt0211521,8.7,10
tt0211531,4.7,47
tt0212141,7.1,237
tt0212165,7.0,35
tt0212192,6.6,148
tt0212271,4.1,240
tt0212579,7.6,16012
tt0212827,5.7,718
tt0212887,7.9,2225
tt0212903,7.8,785
tt0213052,8.1,66
tt0213331,5.7,27
tt0215017,7.2,46
tt0215265,7.1,237
tt0215364,8.1,7403
tt0215436,6.9,146
tt0215514,6.0,245
tt0215693,7.0,164
tt0215846,7.8,37
tt0216621,7.4,10989
tt0216978,6.1,31
tt0217088,2.4,15
tt0217118,7.9,15
tt0217142,7.2,1697
tt0217505,7.5,480159
tt0217506,7.2,11
tt0217579,5.9,5672
tt0217599,8.9,266
tt0217806,6.2,24
tt0218067,4.3,2133
tt0218318,7.7,7
tt0218352,8.4,19
tt0218521,8.4,8
tt0218561,5.5,96
tt0218945,5.2,95
tt0219327,5.7,569
tt0219374,6.7,4139
tt0219822,6.4,19126
tt0220879,5.8,12
tt0220915,7.7,743
tt0220969,7.1,1087
tt0221533,7.7,214
tt0221534,7.5,222
tt0221838,6.8,2602
tt0221889,5.8,3985
tt0222573,7.0,8
tt0222649,7.4,15
tt0222652,7.8,29
tt0224050,6.1,354
tt0224452,7.2,361
tt0224511,7.8,5
tt0224838,6.4,32
tt0225545,5.5,137
tt0226899,6.6,114
tt0227273,7.9,48
tt0227782,7.3,60
tt0227939,7.6,32
tt0228143,3.6,84
tt0228157,7.6,445
tt0228240,6.0,30
tt0228306,7.6,398
tt0228747,7.2,62
tt0229187,6.0,443
tt0229625,5.8,778
tt0230493,6.3,10
tt0230947,6.5,53
tt0230972,7.0,15
tt0231054,6.4,35
tt0231153,6.0,78
tt0231775,5.4,25024
tt0233454,6.4,31
tt0233598,7.0,208
tt0236195,6.5,304
tt0236523,7.3,2533
tt0237934,5.7,635
tt0238380,7.3,351058
tt0238796,8.2,252
tt0239157,8.4,171
tt0239200,7.5,189
tt0239299,7.1,47
tt0239988,6.4,19
tt0240292,8.1,1096
tt0240510,6.5,35780
tt0240621,6.4,28
tt0241492,6.1,928
tt0242252,6.0,5637
tt0243091,8.0,44
tt0243155,6.8,268513
tt0243183,7.7,622
tt0243520,7.5,239
tt0243609,6.9,11790
tt0243904,5.6,615
tt0244353,6.8,10491
tt0244479,7.1,6161
tt0244684,5.0,319
tt0244744,3.5,329
tt0244898,8.4,178
tt0245185,7.9,15
tt0245479,4.9,1616
tt0245583,7.0,54
tt0245605,7.1,15
tt0246353,7.2,612
tt0246354,7.8,214
tt0246357,6.0,6
tt0246469,6.2,249
tt0246689,6.5,66
tt0247110,6.9,103
tt0247329,7.1,28
tt0247614,8.4,9
tt0247990,8.0,34
tt0248087,8.1,8
tt0248508,7.8,51
tt0248568,5.2,646
tt0248657,6.2,16
tt0248953,4.2,286
tt0249172,5.9,378
tt0249624,4.8,182
tt0250491,6.8,2339
tt0250502,7.4,48
tt0251191,5.7,543
tt0251806,4.7,6098
tt0252041,6.2,40
tt0252223,4.8,2745
tt0252995,6.0,5
tt0253312,7.5,1157
tt0253429,5.2,16
tt0253556,6.2,147338
tt0254703,4.3,1262
tt0254761,7.0,48
tt0254895,8.6,116
tt0255756,6.6,6
tt0255914,3.7,624
tt0256019,8.0,1495
tt0256066,7.2,32
tt0256276,6.3,13797
tt0257044,7.7,288493
tt0257120,6.5,49
tt0257261,6.9,26
tt0258463,7.8,585564
tt0259127,6.6,11214
tt0259711,6.9,289794
tt0259786,6.9,2056
tt0260085,7.5,21
tt0260699,7.4,26
tt0260866,6.3,57818
tt0261352,5.7,118
tt0261462,7.6,118
tt0261475,7.7,180
tt0262150,8.4,62585
